Time;Item;Looter;GP Action;ID
2020-10-25 20:50:04;[Qiraji Bindings of Command];Sorciyo;Mainspec GP;20928
2020-10-25 20:50:05;[Qiraji Bindings of Command];Gnomling;Mainspec GP;20928
2020-10-25 20:50:06;[Ring of the Martyr];Radogan;Mainspec GP;21620
2020-10-25 20:50:07;[Ring of Emperor Vek'lor];Arlis;Mainspec GP;21601
2020-10-25 20:50:08;[Vek'lor's Diadem];Siladra;Mainspec GP;20930
2020-10-25 20:50:09;[Ouro's Intact Hide];Sorciyo;Mainspec GP;20927
2020-10-25 20:50:10;[Carapace of the Old God];Nóva;Mainspec GP;20929
2020-10-25 20:50:11;[Husk of the Old God];Maddi;Mainspec GP;20933
2020-10-29 20:36:33;[Maladath, Runed Blade of the Black Flight];Nadila;Mainspec GP;19351
2020-10-29 20:59:54;[Ebony Flame Gloves];Ricárda;Mainspec GP;19407
2020-10-29 21:08:28;[Elementium Threaded Cloak];Nadila;Offspec GP;19386
2020-10-29 21:21:39;[Archimtiros' Ring of Reckoning];Nadila;Offspec GP;19376
2020-11-01 20:46:41;[Cloak of Concentrated Hatred];Nóva;Mainspec GP;21701
2020-11-01 20:47:15;[Beetle Scaled Wristguards];Nadila;Offspec GP;21708
2020-11-01 20:47:52;[Angelista's Touch];Taradus;Offspec GP;21695
2020-11-01 20:48:25;[Vest of Swift Execution];Crayven;Offspec GP;21680
2020-11-01 20:48:58;[Imperial Qiraji Regalia];Lomeluin;Offspec GP;21237
2020-11-01 20:49:23;[Gloves of Enforcement];Siladra;Mainspec GP;21672
2020-11-01 20:50:01;[Gauntlets of Steadfast Determination];Nadila;Offspec GP;21674
2020-11-01 20:50:31;[Hive Tunneler's Boots];Arlis;Mainspec GP;21645
2020-11-01 20:50:59;[Ancient Qiraji Ripper];Zann;Mainspec GP;21650
2020-11-01 20:51:45;[Qiraji Bindings of Command];Bombalgir;Offspec GP;20928
2020-11-01 20:52:37;[Qiraji Bindings of Dominance];Wysiwyg;Offspec GP;20932
2020-11-01 20:53:11;[Scarab Brooch];Lariana;Mainspec GP;21625
2020-11-01 20:53:45;[Qiraji Bindings of Command];Siladra;Mainspec GP;20928
2020-11-01 20:54:21;[Qiraji Bindings of Dominance];Belesh;Offspec GP;20932
2020-11-01 20:55:00;[Hive Defiler Wristguards];Tasêrfacê;Mainspec GP;21618
2020-11-01 20:56:44;[Ring of Emperor Vek'lor];Nadila;Offspec GP;21601
2020-11-01 20:56:03;[Vek'nilash's Circlet];Nadila;Offspec GP;20926
2020-11-01 20:57:15;[Amulet of Vek'nilash];Belesh;Mainspec GP;21608
2020-11-01 20:57:51;[Ouro's Intact Hide];Tasêrfacê;Mainspec GP;20927
2020-11-01 20:58:23;[Skin of the Great Sandworm];Harcort;Offspec GP;20931
2020-11-01 20:59:25;[The Burrower's Shell];Exts;Mainspec GP;23558
2020-11-01 21:00:09;[Cloak of Clarity];Bombalgir;Mainspec GP;21583
2020-11-01 21:00:36;[Ring of the Godslayer];Morti;Mainspec GP;21596
2020-11-01 21:01:02;[Eye of C'Thun];Rhyme;Mainspec GP;21221
2020-11-01 21:01:29;[Husk of the Old God];Ricárda;Offspec GP;20933
2020-11-01 21:01:52;[Carapace of the Old God];Gnomling;Mainspec GP;20929
